Method,MC,Topic,Topic_Name,Keywords,Topic_Count_in_TopicInfo,Doc_Count,Total_Citations,Avg_Citations,Mean_Year,Median_Year,Min_Year,Max_Year,Rep_TopK,Rep_PMIDs_TopK,Rep_Titles_TopK,Rep_PMID,Rep_Year,Rep_Citation_Count,Rep_Topic_Probability,Rep_Title,Rep_Abstract
VPD,39,0,therapy · eradication · treatment,therapy; eradication; treatment; triple; sequential; regimens; rate; firstline; rates; regimen,1175.0,1175,47591.0,40.503,2016.434,2017.0,2005,2025,5,27707777 | 17170018 | 22491499 | 28071659 | 17608775,Management of Helicobacter pylori infection-the Maastricht V/Florence Consensus Report. | Current concepts in the management of Helicobacter pylori infection: the Maastricht III Consensus Report. | Management of Helicobacter pylori infection--the Maastricht IV/ Florence Consensus Report. | ACG Clinical Guideline: Treatment of Helicobacter pylori Infection. | American College of Gastroenterology guideline on the management of Helicobacter pylori infection.,27707777,2016,2826,,Management of Helicobacter pylori infection-the Maastricht V/Florence Consensus Report.,"Important progress has been made in the management of Helicobacter pylori infection and in this fifth edition of the Maastricht Consensus Report, key aspects related to the clinical role of H. pylori were re-evaluated in . In the Maastricht V/Florence Consensus Conference, experts from countries examined new data related to H. pylori in five subdivided workshops: () Indications/Associations, () Diagnosis, () Treatment, () Prevention/Public Health, () H. pylori and the Gastric Microbiota. The results of the individual workshops were presented to a final consensus voting that included all participants. Recommendations are provided on the basis of the best available evidence and relevance to the management of H. pylori infection in the various clinical scenarios."
VPD,39,50,esomeprazole · rabeprazole · intragastric,ph; mg; esomeprazole; rabeprazole; intragastric; omeprazole; lansoprazole; pantoprazole; vonoprazan; acid,199.0,199,5093.0,25.593,2012.141,2010.0,2005,2025,5,18925391 | 22803691 | 26369775 | 15771760 | 25744862,"Relative potency of proton-pump inhibitors-comparison of effects on intragastric pH. | Meta-analysis: esomeprazole or rabeprazole vs. first-generation pump inhibitors in the treatment of Helicobacter pylori infection. | The First-in-Class Potassium-Competitive Acid Blocker, Vonoprazan Fumarate: Pharmacokinetic and Pharmacodynamic Considerations. | A randomized comparative study of esomeprazole 40 mg versus pantoprazole 40 mg for healing erosive oesophagitis: the EXPO study. | Vonoprazan: first global approval.",18925391,2008,265,,Relative potency of proton-pump inhibitors-comparison of effects on intragastric pH.,"AIM: Comparative potency of proton-pump inhibitors (PPIs) is an important clinical issue. Most available trials have compared the different PPIs at one or a few selected specific dosages, making it difficult to derive quantitative equivalence dosages. Here we derived PPI dose equivalents based on a comprehensive assessment of dose-dependent effects on intragastric pH. METHODS: All available clinical studies reporting the effects of PPIs on mean -h intragastric pH were sought from electronic databases including Medline. Studies included were restricted to those targeting the Caucasian population, and healthy volunteers or gastroesophageal reflux disease (GERD) patients. The dose-effect relationships for mean -h intragastric pH and for percentage of time with pH > in h were analyzed for each PPI using pharmacodynamic modeling with NONMEM and a model integrating all available data. RESULTS: Fifty-seven studies fulfilled the inclusion criteria. Based on the mean -h gastric pH, the relative potencies of the five PPIs compared to omeprazole were , , , , and for pantoprazole, lansoprazole, omeprazole, esomeprazole, and rabeprazole, respectively. Compared with healthy volunteers, patients with GERD needed a -fold higher dose and Helicobacter pylori-positive individuals needed only about % of the dose to achieve a given increase in mean -h intragastric pH. CONCLUSION: The present meta-analysis provides quantitative estimates on clinical potency of individual PPIs that may be helpful when switching between PPIs and for assessing the cost-effectiveness of specific PPIs. However, our estimates must be viewed with caution because only a limited dose range has been tested and not exactly the same study conditions were applied for the different substances."
VPD,39,51,cells · cd4 · th17,il; cells; cd4; th17; mice; expression; il17a; treg; cytokines; response,311.0,311,10858.0,34.913,2014.63,2014.0,2005,2025,5,16543949 | 16890606 | 21559338 | 18242215 | 18467372,The neutrophil-activating protein of Helicobacter pylori promotes Th1 immune responses. | CD25+/Foxp3+ T cells regulate gastric inflammation and Helicobacter pylori colonization in vivo. | Tumor-associated macrophages recruit CCR6+ regulatory T cells and promote the development of colorectal cancer via enhancing CCL20 production in mice. | Helicobacter pylori gastritis in children is associated with a regulatory T-cell response. | Helicobacter pylori-induced peptic ulcer disease is associated with inadequate regulatory T cell responses.,16543949,2006,316,,The neutrophil-activating protein of Helicobacter pylori promotes Th1 immune responses.,"The Helicobacter pylori neutrophil-activating protein (HP-NAP) is a virulence factor of H. pylori that stimulates in neutrophils high production of oxygen radicals and adhesion to endothelial cells. We report here that HP-NAP is a TLR2 agonist able to induce the expression of IL- and IL- by neutrophils and monocytes. Addition in culture of HP-NAP, as an immune modulator, to antigen-induced T cell lines resulted in a remarkable increase in the number of IFN-gamma-producing T cells and decrease of IL--secreting cells, thus shifting the cytokine profile of antigen-activated human T cells from Th2 to a Th1 cytotoxic phenotype. We also found that in vivo HP-NAP elicited an antigen-specific Th1-polarized T cell response in the gastric mucosa of H. pylori-infected patients. These data indicate HP-NAP as an important factor of H. pylori able to elicit cells of the innate immune system to produce IL- and IL-, and they suggest it as a new tool for promoting Th1 immune responses."
VPD,39,52,caga · phosphorylation · cells,caga; phosphorylation; cells; tyrosine; cell; epithelial; protein; kinase; host; that,202.0,202,11643.0,57.639,2013.896,2013.0,2005,2025,5,17943123 | 18192401 | 17507984 | 17237808 | 19154985,Helicobacter exploits integrin for type IV secretion and kinase activation. | Transgenic expression of Helicobacter pylori CagA induces gastrointestinal and hematopoietic neoplasms in mouse. | Helicobacter pylori CagA targets PAR1/MARK kinase to disrupt epithelial cell polarity. | Helicobacter pylori CagA interacts with E-cadherin and deregulates the beta-catenin signal that promotes intestinal transdifferentiation in gastric epithelial cells. | Helicobacter pylori CagA phosphorylation-independent function in epithelial proliferation and inflammation.,17943123,2007,609,,Helicobacter exploits integrin for type IV secretion and kinase activation.,"Integrins are important mammalian receptors involved in normal cellular functions as well as pathogenesis of chronic inflammation and cancer. We propose that integrins are exploited by the gastric pathogen and type- carcinogen Helicobacter pylori for injection of the bacterial oncoprotein cytotoxin-associated gene A (CagA) into gastric epithelial cells. Virulent H. pylori express a type-IV secretion pilus that injects CagA into the host cell; CagA then becomes tyrosine-phosphorylated by Src family kinases. However, the identity of the host cell receptor involved in this process has remained unknown. Here we show that the H. pylori CagL protein is a specialized adhesin that is targeted to the pilus surface, where it binds to and activates integrin alpha5beta1 receptor on gastric epithelial cells through an arginine-glycine-aspartate motif. This interaction triggers CagA delivery into target cells as well as activation of focal adhesion kinase and Src. Our findings provide insights into the role of integrins in H.-pylori-induced pathogenesis. CagL may be exploited as a new molecular tool for our further understanding of integrin signalling."
VPD,39,53,barretts · esophagus · esophageal,barretts; esophagus; be; esophageal; reflux; oesophagus; adenocarcinoma; gerd; eac; gastroesophageal,138.0,138,4023.0,29.152,2013.355,2013.0,2005,2025,5,26021191 | 17554697 | 16144130 | 15645398 | 23988686,"Epidemiology of Barrett's Esophagus and Esophageal Adenocarcinoma. | Microbial colonization of the upper gastrointestinal tract in patients with Barrett's esophagus. | Unraveling the mystery of the gastroesophageal junction: a pathologist's perspective. | Epidemiologic risk factors for Barrett's esophagus and associated adenocarcinoma. | Association between Helicobacter pylori and Barrett's esophagus, erosive esophagitis, and gastroesophageal reflux symptoms.",26021191,2015,245,,Epidemiology of Barrett's Esophagus and Esophageal Adenocarcinoma.,"Barrett's esophagus (BE) is the precursor to esophageal adenocarcinoma (EAC), a disease with increasing burden in the Western world, especially in white men. Risk factors for BE include obesity, tobacco smoking, and gastroesophageal reflux disease (GERD). EAC is the most common form of esophageal cancer in the United States. Risk factors include GERD, tobacco smoking, and obesity, whereas nonsteroidal antiinflammatory drugs and statins may be protective. Factors predicting progression from nondysplastic BE to EAC include dysplastic changes on esophageal histology and length of the involved BE segment. Biomarkers have shown promise, but none are approved for clinical use."
VPD,39,54,enzyme · catalytic · structure,enzyme; catalytic; structure; crystal; binding; substrate; inhibitors; enzymes; site; structural,260.0,260,8210.0,31.577,2013.873,2013.0,2005,2025,5,20529676 | 18336305 | 19653683 | 21779249 | 18801996,Carbonic anhydrase inhibitors. | Carbonic anhydrases--an overview. | The molecular mechanism of the catalase reaction. | Bacterial carbonic anhydrases as drug targets: toward novel antibiotics? | An alternative menaquinone biosynthetic pathway operating in microorganisms.,20529676,2010,607,,Carbonic anhydrase inhibitors.,"Carbonic anhydrases (CAs, EC .) are widespread enzymes in all organisms, catalyzing CO2 hydration to bicarbonate and protons. Their inhibition is exploited clinically for decades for various classes of diuretics and systemically acting antiglaucoma agents. In the last years novel applications of CA inhibitors (CAIs) emerged, such as topically acting antiglaucoma, anticonvulsants, antiobesity, antipain, and antitumor agents/diagnostic tools. Such CAIs target diverse isozymes of the catalytically active alpha-CA isoforms present in mammals. CAs belonging to the alpha-, beta-, gamma-, delta-, and zeta-families are found in many organisms all over the phylogenetic tree, and their inhibition was studied ultimately for some pathogenic protozoa (Plasmodium falciparum), fungi (Cryptococcus neoformans, Candida albicans, Candida glabrata, and Saccharomyces cerevisiae), and bacteria (Helicobacter pylori, Mycobacterium tuberculosis, and Brucella suis). Novel interesting chemotypes, in addition to the sulfonamide and sulfamate CAIs, such as coumarins, phenols, and fullerenes, were also reported recently, together with their mechanism of inhibition. This class of enzyme inhibitors shows promise for designing interesting pharmacological agents and understanding in detail protein-drug interactions at molecular level."
VPD,39,55,renal · kidney · hemodialysis,renal; kidney; hemodialysis; transplant; dialysis; esrd; patients; ckd; hd; recipients,126.0,126,1421.0,11.278,2014.937,2015.0,2005,2025,5,15910287 | 17093066 | 17524875 | 18843261 | 21272246,Gastrointestinal complications in renal transplant recipients. | O-glycosylation of serum IgA1 antibodies against mucosal and systemic antigens in IgA nephropathy. | Gastro-duodenal lesions and Helicobacter pylori infection in uremic patients and renal transplant recipients. | Prevalence of Helicobacter pylori infection in long-term hemodialysis patients. | Review of Helicobacter pylori infection and chronic renal failure.,15910287,2005,214,,Gastrointestinal complications in renal transplant recipients.,"Gastrointestinal complications are frequent in renal transplant recipients and can include oral lesions, esophagitis, peptic ulcer, diarrhea, colon disorders and malignancy. Oral lesions may be caused by drugs such as cyclosporine and sirolimus, by virus or fungal infections. Leukoplakia may develop in patients with Epstein-Barr virus (EBV) infection. The commonest esophageal disorder is represented by fungal esophagitis usually caused by candida. A number of patients may suffer from nausea, vomiting and gastric discomfort. These disorders are more frequent in patients treated with mycophenolate mofetil (MMF). Peptic ulcer is more rare than in the past. Patients with a history of peptic ulcer are particularly prone to this complication. Other gastroduodenal disorders are caused by cytomegalovirus (CMV) and herpes simplex infection. Diarrhea is a frequent disorder which may be caused by pathogen microorganisms or by immunosuppressive agents. The differential diagnosis may be difficult. Colon disorders mainly consist of hemorrhage, usually sustained by CMV infection, or perforation which may be caused by diverticulitis or intestinal ischemia. Colon cancer, anal carcinoma, and EBV-associated lymphoproliferative disorders are particularly frequent in transplant recipients. A particular gastric lymphoma called mucosa-associated lymphoid tissue (MALT) lymphoma may develop in renal transplant patients. It usually responds to the eradication of Helicobacter pylori."
VPD,39,56,gerbils · mongolian · gerbil,gerbils; mongolian; gerbil; animals; weeks; infected; gastric; pyloriinfected; inoculation; celecoxib,145.0,145,4205.0,29.0,2010.531,2010.0,2005,2024,5,18199531 | 23569116 | 15887107 | 16646055 | 21576328,Regulation of gastric carcinogenesis by Helicobacter pylori virulence factors. | High dietary salt intake exacerbates Helicobacter pylori-induced gastric carcinogenesis. | Helicobacter pylori cag-type IV secretion system facilitates corpus colonization to induce precancerous conditions in Mongolian gerbils. | High salt diets dose-dependently promote gastric chemical carcinogenesis in Helicobacter pylori-infected Mongolian gerbils associated with a shift in mucin production from glandular to surface mucous cells. | Helicobacter pylori AlpA and AlpB bind host laminin and influence gastric inflammation in gerbils.,18199531,2008,273,,Regulation of gastric carcinogenesis by Helicobacter pylori virulence factors.,"Helicobacter pylori is the strongest known risk factor for gastric adenocarcinoma, and strains that possess the cag secretion system, which translocates the bacterial effector CagA into host cells, augment cancer risk. H. pylori strains that express the vacuolating cytotoxin or the outer membrane protein OipA are similarly associated with severe pathologic outcomes. We previously reported that an in vivo adapted H. pylori strain, , induces gastric adenocarcinoma in rodent models of gastritis. In the current study, we used carcinogenic strain as a prototype to define the role of virulence constituents in H. pylori-mediated carcinogenesis. Mongolian gerbils were infected with wild-type strain or cagA(-), vacA(-), or oipA(-) mutants for to weeks. All infected gerbils developed gastritis; however, inflammation was significantly attenuated in animals infected with the cagA(-) but not the vacA(-) or oipA(-) strains. Gastric dysplasia and cancer developed in >% of gerbils infected with either the wild-type or vacA(-) strain but in none of the animals infected with the cagA(-) strain. Inactivation of oipA decreased beta-catenin nuclear localization in vitro and reduced the incidence of cancer in gerbils. OipA expression was detected significantly more frequently among H. pylori strains isolated from human subjects with gastric cancer precursor lesions versus persons with gastritis alone. These results indicate that loss of CagA prevents the development of cancer in this model. Inactivation of oipA attenuates beta-catenin nuclear translocation and also decreases the incidence of carcinoma. In addition to defining factors that mediate H. pylori-induced cancer, these results provide insight into mechanisms that may regulate the development of other malignancies arising within the context of inflammatory states."
VPD,39,57,ibd · ibs · colitis,ibd; uc; ibs; colitis; bowel; cd; disease; inflammatory; crohns; ulcerative,156.0,156,5240.0,33.59,2017.641,2019.0,2005,2025,5,31014995 | 26508508 | 18371141 | 25902619 | 19760778,Environmental Risk Factors for Inflammatory Bowel Diseases: An Umbrella Review of Meta-analyses. | Dual role of Helicobacter and Campylobacter species in IBD: a systematic review and meta-analysis. | Irritable bowel syndrome: a 10-yr natural history of symptoms and factors that influence consultation behavior. | Environmental enteric dysfunction: an overview. | Association between Helicobacter pylori infection and inflammatory bowel disease: a meta-analysis and systematic review of the literature.,31014995,2019,713,,Environmental Risk Factors for Inflammatory Bowel Diseases: An Umbrella Review of Meta-analyses.,"BACKGROUND & AIMS: Multiple environmental factors have been associated with the development of inflammatory bowel diseases (IBDs). We performed an umbrella review of meta-analyses to summarize available epidemiologic evidence and assess its credibility. METHODS: We systematically identified and appraised meta-analyses of observational studies examining environmental factors and risk of IBD (Crohn's disease [CD] or ulcerative colitis [UC]). For each meta-analysis, we considered the random effects estimate, its % confidence interval, the estimates of heterogeneity, and small-study effects, and we graded the evidence according to prespecified criteria. Methodologic quality was assessed with AMSTAR (ie, A Measurement Tool to Assess Systematic Reviews) . RESULTS: We examined estimates in meta-analyses of environmental factors related to lifestyles and hygiene, surgeries, drug exposures, diet, microorganisms, and vaccinations. We identified factors that increase risk of IBD: smoking (CD), urban living (CD and IBD), appendectomy (CD), tonsillectomy (CD), antibiotic exposure (IBD), oral contraceptive use (IBD), consumption of soft drinks (UC), vitamin D deficiency (IBD), and non-Helicobacter pylori-like enterohepatic Helicobacter species (IBD). We identified factors that reduce risk of IBD: physical activity (CD), breastfeeding (IBD), bed sharing (CD), tea consumption (UC), high levels of folate (IBD), high levels of vitamin D (CD), and H pylori infection (CD, UC, and IBD). Epidemiologic evidence for all of these associations was of high to moderate strength; we identified another factors associated with increased risk and factors associated with reduced risk with weak credibility. Methodologic quality varied considerably among meta-analyses. Several associations were based on findings from retrospective studies, so it is not possible to determine if these are effects of IBD or the results of recall bias. CONCLUSIONS: In an umbrella review of meta-analyses, we found varying levels of evidence for associations of different environmental factors with risk of IBD. High-quality prospective studies with analyses of samples from patients with recent diagnoses of IBD are needed to determine whether these factors cause or are results of IBD and their pathogenic mechanisms."
VPD,39,58,dupa · virulence · strains,dupa; virulence; strains; genes; genotypes; vaca; hopq; caga; gene; from,230.0,230,6012.0,26.139,2015.004,2015.0,2005,2025,5,20938460 | 15825067 | 27748768 | 16788065 | 23452293,Mechanisms of disease: Helicobacter pylori virulence factors. | Duodenal ulcer promoting gene of Helicobacter pylori. | Helicobacter pylori adhesin HopQ engages in a virulence-enhancing interaction with human CEACAMs. | The complete genome sequence of a chronic atrophic gastritis Helicobacter pylori strain: evolution during disease progression. | The significance of virulence factors in Helicobacter pylori.,20938460,2010,646,,Mechanisms of disease: Helicobacter pylori virulence factors.,"Helicobacter pylori plays an essential role in the development of various gastroduodenal diseases; however, only a small proportion of people infected with H. pylori develop these diseases. Some populations that have a high prevalence of H. pylori infection also have a high incidence of gastric cancer (for example, in East Asia), whereas others do not (for example, in Africa and South Asia). Even within East Asia, the incidence of gastric cancer varies (decreasing in the south). H. pylori is a highly heterogeneous bacterium and its virulence varies geographically. Geographic differences in the incidence of gastric cancer can be explained, at least in part, by the presence of different types of H. pylori virulence factor, especially CagA, VacA and OipA. However, it is still unclear why the pathogenicity of H. pylori increased as it migrated from Africa to East Asia during the course of evolution. H. pylori infection is also thought to be involved in the development of duodenal ulcer, which is at the opposite end of the disease spectrum to gastric cancer. This discrepancy can be explained in part by the presence of H. pylori virulence factor DupA. Despite advances in our understanding of the development of H. pylori-related diseases, further work is required to clarify the roles of H. pylori virulence factors."
VPD,39,59,mucin · muc1 · mucins,mucin; muc1; mucins; muc5ac; mucus; muc6; expression; gastric; tff2; muc2,146.0,146,4869.0,33.349,2013.767,2013.0,2005,2025,5,19706518 | 19816567 | 17919495 | 31069176 | 28461410,Helicobacter pylori moves through mucus by reducing mucin viscoelasticity. | MUC1 limits Helicobacter pylori infection both by steric hindrance and by acting as a releasable decoy. | Muc1 mucin limits both Helicobacter pylori colonization of the murine gastric mucosa and associated gastritis. | The Role of the Cell Surface Mucin MUC1 as a Barrier to Infection and Regulator of Inflammation. | Structural Diversity of Human Gastric Mucin Glycans.,19706518,2009,437,,Helicobacter pylori moves through mucus by reducing mucin viscoelasticity.,"The ulcer-causing gastric pathogen Helicobacter pylori is the only bacterium known to colonize the harsh acidic environment of the human stomach. H. pylori survives in acidic conditions by producing urease, which catalyzes hydrolysis of urea to yield ammonia thus elevating the pH of its environment. However, the manner in which H. pylori is able to swim through the viscoelastic mucus gel that coats the stomach wall remains poorly understood. Previous rheology studies on gastric mucin, the key viscoelastic component of gastric mucus, indicate that the rheology of this material is pH dependent, transitioning from a viscous solution at neutral pH to a gel in acidic conditions. Bulk rheology measurements on porcine gastric mucin (PGM) show that pH elevation by H. pylori induces a dramatic decrease in viscoelastic moduli. Microscopy studies of the motility of H. pylori in gastric mucin at acidic and neutral pH in the absence of urea show that the bacteria swim freely at high pH, and are strongly constrained at low pH. By using two-photon fluorescence microscopy to image the bacterial motility in an initially low pH mucin gel with urea present we show that the gain of translational motility by bacteria is directly correlated with a rise in pH indicated by ','-Bis-(-Carboxyethyl)--(and-)-carboxyfluorescein (BCECF), a pH sensitive fluorescent dye. This study indicates that the helicoidal-shaped H. pylori does not bore its way through the mucus gel like a screw through a cork as has previously been suggested, but instead achieves motility by altering the rheological properties of its environment."
VPD,39,60,lactobacillus · plantarum · probiotic,lactobacillus; plantarum; probiotic; lactobacilli; strains; lab; activity; strain; lactic; acidophilus,164.0,164,4917.0,29.982,2017.098,2018.0,2005,2025,5,16368998 | 16696680 | 23488471 | 18343637 | 22429929,GroEL of Lactobacillus johnsonii La1 (NCC 533) is cell surface associated: potential role in interactions with the host and the gastric pathogen Helicobacter pylori. | Antagonistic activity of probiotic lactobacilli and bifidobacteria against entero- and uropathogens. | Genomic and phenotypic evidence for probiotic influences of Lactobacillus gasseri on human health. | Modulation of Helicobacter pylori colonization with cranberry juice and Lactobacillus johnsonii La1 in children. | Lactobacillus acidophilus ameliorates H. pylori-induced gastric inflammation by inactivating the Smad7 and NFκB pathways.,16368998,2005,286,,GroEL of Lactobacillus johnsonii La1 (NCC 533) is cell surface associated: potential role in interactions with the host and the gastric pathogen Helicobacter pylori.,"Heat shock proteins of the GroEL or Hsp60 class are highly conserved proteins essential to all living organisms. Even though GroEL proteins are classically considered intracellular proteins, they have been found at the surface of several mucosal pathogens and have been implicated in cell attachment and immune modulation. The purpose of the present study was to investigate the GroEL protein of a gram-positive probiotic bacterium, Lactobacillus johnsonii La1 (NCC ). Its presence at the bacterial surface was demonstrated using a whole-cell enzyme-linked immunosorbent assay and could be detected in bacterial spent culture medium by immunoblotting. To assess binding of La1 GroEL to mucins and intestinal epithelial cells, the La1 GroEL protein was expressed in Escherichia coli. We report here that La1 recombinant GroEL (rGroEL) binds to mucins and epithelial cells and that this binding is pH dependent. Immunomodulation studies showed that La1 rGroEL stimulates interleukin- secretion in macrophages and HT29 cells in a CD14-dependent mechanism. This property is common to rGroEL from other gram-positive bacteria but not to the rGroEL of the gastric pathogen Helicobacter pylori. In addition, La1 rGroEL mediates the aggregation of H. pylori but not that of other intestinal pathogens. Our in vitro results suggest that GroEL proteins from La1 and other lactic acid bacteria might play a role in gastrointestinal homeostasis due to their ability to bind to components of the gastrointestinal mucosa and to aggregate H. pylori."
VPD,39,61,vaca · toxin · vacuolating,vaca; toxin; vacuolating; cytotoxin; vacuolation; cells; mitochondrial; p55; membrane; mitochondria,168.0,168,7890.0,46.964,2012.952,2012.0,2005,2025,5,15759043 | 27331412 | 22919683 | 27271669 | 25484071,"Helicobacter pylori VacA, a paradigm for toxin multifunctionality. | Cytoplasmic vacuolization in cell death and survival. | Vacuolating cytotoxin A (VacA), a key toxin for Helicobacter pylori pathogenesis. | An Overview of Helicobacter pylori VacA Toxin Biology. | V-ATPase and osmotic imbalances activate endolysosomal LC3 lipidation.",15759043,2005,547,,"Helicobacter pylori VacA, a paradigm for toxin multifunctionality.","Bacterial protein toxins alter eukaryotic cellular processes and enable bacteria to successfully colonize their hosts. In recent years, there has been increased recognition that many bacterial toxins are multifunctional proteins that can have pleiotropic effects on mammalian cells and tissues. In this review, we examine a multifunctional toxin (VacA) that is produced by the bacterium Helicobacter pylori. The actions of H. pylori VacA represent a paradigm for how bacterial secreted toxins contribute to colonization and virulence in multiple ways."
VPD,39,62,surgery · bariatric · preoperative,surgery; bariatric; preoperative; bypass; egd; rouxeny; findings; mu; surgical; patients,129.0,129,2917.0,22.612,2017.217,2018.0,2005,2025,5,17514403 | 24418167 | 20135170 | 18514584 | 18795381,"Marginal ulceration after laparoscopic gastric bypass: an analysis of predisposing factors in 260 patients. | Incidental and ablation-induced findings during upper gastrointestinal endoscopy in patients after ablation of atrial fibrillation: a retrospective study of 425 patients. | Effort, safety, and findings of routine preoperative endoscopic evaluation of morbidly obese patients undergoing bariatric surgery. | Screening endoscopy before bariatric surgery: a series of 448 patients. | Importance of routine preoperative upper GI endoscopy: why all patients should be evaluated?",17514403,2007,276,,Marginal ulceration after laparoscopic gastric bypass: an analysis of predisposing factors in 260 patients.,"BACKGROUND: Marginal ulceration after Roux-en-Y gastric bypass (RYGB) is diagnosed in % to % of patients. The factors predisposing patients to marginal ulceration are still unclear. METHODS: A total of patients who underwent laparoscopic RYGB were retrospectively reviewed. Data regarding demographics, comorbidities, body mass index (BMI), Helicobacter pylori infection, gastrojejunal (GJ) anastomotic leaks, postoperative bleeding, operative time, type of suture material, and marginal ulcer formation were collected. Fisher's exact test was used for statistical analysis of discrete variables, and Student's t-test was used for continuous variables. Statistical significance was set at an alpha of . RESULTS: The overall marginal ulceration rate was %. Demographic data (age, gender distribution, BMI) did not differ significantly between patients who experienced marginal ulceration and those who did not (p > ). Similarly, technical factors (choice of permanent or absorbable suture for the GJ anastomosis, attending as primary surgeon, robotic GJ, operative time, postoperative hematocrit drop) were not statistically different between the two groups (p > ). Finally, the prevalence of comorbidities (diabetes, hypertension, obstructive sleep apnea, musculoskeletal complaints, dyslipidemia, gastroesophageal reflux disease [GERD] and peptic ulcer disease [PUD]) did not differ significantly between the two groups (p > ). However, preoperative H. pylori infection, although adequately treated, was twice as common among the patients who had marginal ulceration (%) as among those who did not (%) (p = ). All the patients who experienced marginal ulcers had complete resolution of symptoms with proton pump inhibitors and sucralfate. No reoperations were required for marginal ulceration. CONCLUSION: Helicobacter pylori may potentiate marginal ulcer formation. The authors hypothesize that H. pylori damages the mucosal barrier in a way that persists postoperatively, which may precipitate marginal ulceration even when the organism has been medically eradicated."
VPD,39,63,colorectal · crc · adenoma,colorectal; crc; adenoma; polyps; adenomas; risk; colon; ci; colonoscopy; association,141.0,141,3746.0,26.567,2017.773,2019.0,2005,2025,5,23208272 | 18990738 | 16579836 | 22294430 | 37015754,"Helicobacter pylori is a risk factor for colonic neoplasms. | Infectious agents and colorectal cancer: a review of Helicobacter pylori, Streptococcus bovis, JC virus, and human papillomavirus. | Helicobacter pylori infection and colorectal cancer risk: a meta-analysis. | Helicobacter pylori infection and colorectal cancer risk: evidence from a large population-based case-control study in Germany. | Helicobacter pylori promotes colorectal carcinogenesis by deregulating intestinal immunity and inducing a mucus-degrading microbiota signature.",23208272,2012,175,,Helicobacter pylori is a risk factor for colonic neoplasms.,"OBJECTIVES: It has been suggested that Helicobacter pylori (H. pylori) constitutes a risk for the development of adenomatous polyps and adenocarcinoma of the colon. Our aim was to study the association between H. pylori-positive gastritis and the occurrence of any colonic neoplasm. METHODS: From a computerized database of surgical pathology reports, we selected , subjects who underwent colonoscopy and esophago-gastro-duodenoscopy with biopsy results from both procedures. RESULTS: Compared with normal gastric mucosa, H. pylori gastritis occurred more frequently among patients with hyperplastic polyps (OR=, % CI: -), adenomatous polyps (, -), advanced adenomas (, -), villous adenomas or adenomas with high-grade dysplasia (, -), and adenocarcinomas (, -). Similarly, the strength of the association between H. pylori-positive gastritis and colonic neoplasm increased with size and number of the adenomas. The association between H. pylori gastritis and the occurrence of colonic neoplasm was similar for different locations of the large bowel. Other gastric conditions etiologically associated with H. pylori, such as intestinal metaplasia, adenoma, lymphoma, and adenocarcinoma, were also significantly associated with an increased risk of colonic neoplasm. CONCLUSIONS: Various forms of gastritis related to H. pylori infection confer an increased risk for colonic neoplasm. In the past, when H. pylori infection was more prevalent, its attributable risk to the occurrence of colorectal neoplasm may have been quite substantial."
VPD,39,64,laryngeal · nasal · tonsillitis,laryngeal; nasal; tonsillitis; adenoid; tonsillar; tissue; hp; tonsils; polyps; reflux,126.0,126,1935.0,15.357,2013.722,2013.0,2005,2025,5,16647533 | 15885326 | 16309749 | 16399183 | 18662596,Helicobacter pylori: a possible association with otitis media with effusion. | Does Helicobacter pylori have role in development of otitis media with effusion? | Chronic otitis media with effusion and Helicobacter pylori. | Helicobacter pylori and laryngopharyngeal reflux in chronic rhinosinusitis. | Possible association of Helicobacter pylori infection with laryngeal cancer risk: an evidence-based meta-analysis.,16647533,2006,62,,Helicobacter pylori: a possible association with otitis media with effusion.,"OBJECTIVE: Evaluate possible role of Helicobacter Pylori in pathogenesis of otitis media with effusion (OME). STUDY DESIGN AND SETTING: Randomized controlled trial, tertiary referral center. STUDY GROUP: Middle ear fluid was aspirated, a biopsy was taken from the promontorium of children with OME. CONTROL GROUP: A small biopsy was taken from the promontorium of children with normal otologic findings. For both groups, mm deep tissue specimens were obtained from tonsil and adenoid. RESULTS: H pylori presence in the middle ear, the tonsillar and adenoid tissues by culture and PCR was significantly more frequent in the study group compared to the control group (P<). CONCLUSIONS: This study is the first to grow H pylori in middle ear in OME. Significantly increased colonization by H pylori of the middle ear, and tonsillar and adenoid tissue in patients with OME indicates that the bacteria might be involved in the pathogenesis of OME. EBM RATING: A-1b."
